,name,url,price,spec,exp,cat
31446,Фандеева Елена Викторовна,https://prodoctorov.ru/moskva/vrach/65103-fandeeva/,0,"Гинеколог, гинеколог-эндокринолог",27,"Высшая категория, Кандидат наук"
31453,Григорян Феликс Михайлович,https://prodoctorov.ru/moskva/vrach/59011-grigoryan/,0,"Гинеколог, акушер",0,"Высшая категория, Кандидат наук"
31460,Самойлова Юлия Алексеевна,https://prodoctorov.ru/moskva/vrach/62883-samoylova/,0,"Гинеколог, акушер, врач УЗИ",20,"Высшая категория, Кандидат наук"
31461,Шелыгина Елена Анатольевна,https://prodoctorov.ru/moskva/vrach/422969-shelygina/,0,"Гинеколог, акушер",19,"1 категория, Кандидат наук"
31473,Давыдов Александр Ильгизирович,https://prodoctorov.ru/moskva/vrach/62866-davydov/,0,"Гинеколог, акушер, врач УЗИ, гинеколог-хирург",38,"Высшая категория, Профессор"
31489,Салия Натела Карловна,https://prodoctorov.ru/moskva/vrach/361678-saliya/,0,"Гинеколог, акушер",31,"Высшая категория, Кандидат наук"
31491,Азарова Ольга Юрьевна,https://prodoctorov.ru/moskva/vrach/214047-azarova/,0,"Гинеколог, акушер",30,"Высшая категория, Кандидат наук"
31499,Горский Сергей Леонидович,https://prodoctorov.ru/moskva/vrach/62827-gorskiy/,0,"Гинеколог, гинеколог-хирург",35,"Высшая категория, Доктор наук"
31504,Уварова Елена Витальевна,https://prodoctorov.ru/moskva/vrach/86692-uvarova/,0,"Гинеколог, акушер, гинеколог-эндокринолог, детский гинеколог",48,"Высшая категория, Профессор"
31506,Басова Елена Петровна,https://prodoctorov.ru/moskva/vrach/79522-basova/,0,"Врач УЗИ, гинеколог",32,"1 категория, Кандидат наук"
31525,Слюсарева Ольга Александровна,https://prodoctorov.ru/moskva/vrach/294412-slyusareva/,0,"Гинеколог, акушер, гинеколог-хирург",14,"Высшая категория, Кандидат наук"
31542,Шарипов Ильдар Ханифович,https://prodoctorov.ru/moskva/vrach/851824-sharipov/,0,"Акушер, гинеколог",18,"Высшая категория, Кандидат наук"
31563,Айдамирова Раиса Мусаевна,https://prodoctorov.ru/moskva/vrach/305564-aydamirova/,0,"Акушер, гинеколог",29,"Высшая категория, Кандидат наук"
31565,Платова Елена Сергеевна,https://prodoctorov.ru/moskva/vrach/52718-platova/,0,Гинеколог,31,"Высшая категория, Кандидат наук"
31582,Прозоров Виталий Валерьевич,https://prodoctorov.ru/moskva/vrach/47539-prozorov/,0,"Гинеколог, акушер",18,"Высшая категория, Кандидат наук"
31588,Лопухина Екатерина Николаевна,https://prodoctorov.ru/moskva/vrach/288135-lopuhina/,0,"Гинеколог, акушер",24,"Высшая категория, Кандидат наук"
31596,Остроумова Марина Владимировна,https://prodoctorov.ru/moskva/vrach/351988-ostroumova/,0,"Гинеколог, акушер",31,"Высшая категория, Кандидат наук"
31605,Мурашко Андрей Владимирович,https://prodoctorov.ru/moskva/vrach/136340-murashko/,0,"Гинеколог, акушер",32,"Высшая категория, Доктор наук"
31612,Маргиани Фатима Абдурашидовна,https://prodoctorov.ru/moskva/vrach/220464-margiani/,0,"Гинеколог, акушер",35,"Высшая категория, Доктор наук"
31621,Жукова Эльвира Валентиновна,https://prodoctorov.ru/moskva/vrach/232663-zhukova/,0,"Гинеколог, акушер",29,"Высшая категория, Кандидат наук"
31625,Торшина Зоя Валентиновна,https://prodoctorov.ru/moskva/vrach/345824-torshina/,0,Гинеколог,33,"1 категория, Кандидат наук"
31626,Остроумов Олег Александрович,https://prodoctorov.ru/moskva/vrach/364314-ostroumov/,0,"Акушер, гинеколог",27,"Высшая категория, Кандидат наук"
31633,Одареева Елена Владимировна,https://prodoctorov.ru/moskva/vrach/349043-odareeva/,0,Гинеколог,31,"Высшая категория, Кандидат наук"
31634,Потапова Светлана Юрьевна,https://prodoctorov.ru/moskva/vrach/60496-potapova/,0,"Гинеколог, акушер",31,"Высшая категория, Кандидат наук"
31635,Сарсания Светлана Иноровна,https://prodoctorov.ru/moskva/vrach/65220-sarsaniya/,0,"Гинеколог, акушер, врач УЗИ, гинеколог-эндокринолог",26,"Высшая категория, Кандидат наук"
31639,Байрамова Гюльдана Рауфовна,https://prodoctorov.ru/moskva/vrach/86600-bayramova/,0,"Гинеколог, акушер",33,"Высшая категория, Доктор наук"
31651,Стрижова Татьяна Владимировна,https://prodoctorov.ru/moskva/vrach/856376-strizhova/,0,"Гинеколог, репродуктолог",20,"Высшая категория, Кандидат наук"
31657,Яровая Ирина Сергеевна,https://prodoctorov.ru/moskva/vrach/288929-yarovaya/,0,"Акушер, гинеколог",45,"Высшая категория, Кандидат наук"
31669,Короткова Наталья Александровна,https://prodoctorov.ru/moskva/vrach/86647-korotkova/,0,"Гинеколог, акушер",41,"Высшая категория, Доктор наук"
31670,Ткаченко Ольга Юрьевна,https://prodoctorov.ru/moskva/vrach/215028-tkachenko/,0,"Гинеколог, акушер",25,"Высшая категория, Кандидат наук"
31673,Журкова Ирина Валерьевна,https://prodoctorov.ru/moskva/vrach/64595-zhurkova/,0,"Гинеколог, акушер, врач УЗИ",26,"Высшая категория, Кандидат наук"
31686,Поворова Виктория Викторовна,https://prodoctorov.ru/moskva/vrach/125679-povorova/,0,"Гинеколог, акушер",27,"Высшая категория, Кандидат наук"
31687,Соколян Анжела Владимировна,https://prodoctorov.ru/moskva/vrach/361679-sokolyan/,0,"Гинеколог, акушер",23,"Высшая категория, Кандидат наук"
31691,Крюченкова Наталия Владимировна,https://prodoctorov.ru/moskva/vrach/211986-kryuchenkova/,0,Гинеколог,26,"Высшая категория, Кандидат наук"
31698,Сикорская Наталия Владимировна,https://prodoctorov.ru/moskva/vrach/44054-sikorskaya/,0,"Гинеколог, акушер",40,"Высшая категория, Кандидат наук"
31706,Кроткова Любовь Леонидовна,https://prodoctorov.ru/moskva/vrach/60844-krotkova/,0,"Гинеколог, акушер",22,"Высшая категория, Кандидат наук"
31707,Масякина Анна Владимировна,https://prodoctorov.ru/moskva/vrach/139708-masyakina/,0,Гинеколог,18,"1 категория, Кандидат наук"
31708,Портнова Нина Ивановна,https://prodoctorov.ru/moskva/vrach/149453-portnova/,0,Гинеколог,26,"Высшая категория, Кандидат наук"
31719,Фёдорова Оксана Станиславовна,https://prodoctorov.ru/moskva/vrach/218090-fedorova/,0,"Гинеколог, акушер, врач УЗИ",27,"Высшая категория, Кандидат наук"
31724,Пониманская Мария Александровна,https://prodoctorov.ru/moskva/vrach/82033-ponimanskaya/,0,"Гинеколог, акушер, гинеколог-хирург",18,"Высшая категория, Кандидат наук"
31732,Козлов Павел Васильевич,https://prodoctorov.ru/moskva/vrach/457694-kozlov/,0,"Акушер, гинеколог",34,"Высшая категория, Доктор наук"
31734,Ульянова Нина Федоровна,https://prodoctorov.ru/moskva/vrach/364304-ulyanova/,0,"Акушер, гинеколог",43,"Высшая категория, Кандидат наук"
31742,Егорова Елена Борисовна,https://prodoctorov.ru/moskva/vrach/220454-egorova/,0,"Гинеколог, акушер",46,"Высшая категория, Кандидат наук"
31748,Бухаева Яха Шарановна,https://prodoctorov.ru/moskva/vrach/217405-buhaeva/,0,Гинеколог,28,"Высшая категория, Кандидат наук"
31757,Шахаратова Ирина Александровна,https://prodoctorov.ru/moskva/vrach/194806-shaharatova/,0,"Гинеколог, акушер, эндокринолог",31,"Высшая категория, Кандидат наук"
31763,Васильченко Оксана Николаевна,https://prodoctorov.ru/moskva/vrach/86608-vasilchenko/,0,"Гинеколог, акушер",26,"Высшая категория, Кандидат наук"
31770,Клюшева Антонина Александровна,https://prodoctorov.ru/moskva/vrach/316197-klyusheva/,0,"Акушер, гинеколог",60,"Высшая категория, Кандидат наук"
31786,Овчинникова Владлена Вадимовна,https://prodoctorov.ru/moskva/vrach/373473-ovchinnikova/,0,Гинеколог,28,"1 категория, Кандидат наук"
31789,Есипович Татьяна Владимировна,https://prodoctorov.ru/moskva/vrach/209845-esipovich/,900,"Гинеколог, акушер, врач УЗИ, гинеколог-эндокринолог",29,"Высшая категория, Кандидат наук"
31813,Берестянская Ирина Борисовна,https://prodoctorov.ru/moskva/vrach/218650-berestyanskaya/,0,"Акушер, гинеколог",32,"1 категория, Кандидат наук"
31826,Машина Мария Андреевна,https://prodoctorov.ru/moskva/vrach/47567-mashina/,0,"Гинеколог, акушер, гинеколог-эндокринолог",12,"2 категория, Кандидат наук"
31839,Шнайдерман Максим Семенович,https://prodoctorov.ru/moskva/vrach/32188-shnayderman/,0,Гинеколог,28,"Высшая категория, Кандидат наук"
31852,Баянова Лилия Рауисовна,https://prodoctorov.ru/moskva/vrach/373344-bayanova/,0,Гинеколог,32,"Высшая категория, Кандидат наук"
31860,Селиванова Галина Борисовна,https://prodoctorov.ru/moskva/vrach/65527-selivanova/,0,Гинеколог,40,"Высшая категория, Кандидат наук"
31861,Сонич Маргарита Геннадьевна,https://prodoctorov.ru/moskva/vrach/424640-sonich/,0,"Акушер, гинеколог",30,"Высшая категория, Кандидат наук"
31865,Ходжаева Зульфия Сагдуллаевна,https://prodoctorov.ru/moskva/vrach/86698-hodzhaeva/,0,"Гинеколог, акушер",45,"Высшая категория, Профессор"
31879,Бутина Марина Николаевна,https://prodoctorov.ru/moskva/vrach/347095-butina/,0,"Гинеколог, врач УЗИ",44,"Высшая категория, Кандидат наук"
31880,Гурьева Вера Маратовна,https://prodoctorov.ru/moskva/vrach/135051-gureva/,0,"Гинеколог, акушер",32,"Высшая категория, Доктор наук"
31885,Кирьянова Екатерина Николаевна,https://prodoctorov.ru/moskva/vrach/28709-kiryanova/,0,"Гинеколог, акушер",29,"Высшая категория, Кандидат наук"
31886,Кружалова Ольга Сергеевна,https://prodoctorov.ru/moskva/vrach/186505-kruzhalova/,0,"Гинеколог, акушер",27,"1 категория, Кандидат наук"
31902,Новикова Ольга Валерьевна,https://prodoctorov.ru/moskva/vrach/525322-novikova/,0,"Онколог-гинеколог, акушер, гинеколог",27,"Высшая категория, Доктор наук"
31906,Маркина Ирина Викторовна,https://prodoctorov.ru/moskva/vrach/67676-markina/,4000,"Акушер, врач УЗИ, гинеколог, маммолог, онколог",17,"1 категория, Кандидат наук"
31907,Овсянникова Наталья Ивановна,https://prodoctorov.ru/moskva/vrach/363259-ovsyannikova/,0,"Гинеколог, акушер",21,"Высшая категория, Кандидат наук"
31915,Веселова Наталия Михайловна,https://prodoctorov.ru/moskva/vrach/252495-veselova/,0,"Гинеколог, акушер, врач УЗИ, гинеколог-эндокринолог, детский гинеколог, эндокринолог",46,"Высшая категория, Доктор наук"
31916,Скоркина Светлана Михайловна,https://prodoctorov.ru/moskva/vrach/865820-skorkina/,0,"Гинеколог, акушер",29,"Высшая категория, Кандидат наук"
31922,Андреева Елена Николаевна,https://prodoctorov.ru/moskva/vrach/465506-andreeva/,0,"Гинеколог, акушер, эндокринолог",35,"Высшая категория, Профессор"
31927,Нагуло Светлана Анатольевна,https://prodoctorov.ru/moskva/vrach/241559-nagulo/,0,"Гинеколог, акушер",30,"Высшая категория, Кандидат наук"
31971,Воронцова Елена Анатольевна,https://prodoctorov.ru/moskva/vrach/65424-voroncova/,0,"Гинеколог, акушер, врач УЗИ, гинеколог-эндокринолог",30,"Высшая категория, Кандидат наук"
31972,Захарова Оксана Владимировна,https://prodoctorov.ru/moskva/vrach/364308-zaharova/,0,"Акушер, гинеколог",27,"Высшая категория, Кандидат наук"
31981,Грибова Светлана Николаевна,https://prodoctorov.ru/moskva/vrach/642283-gribova/,0,"Акушер, гинеколог, онколог",21,"1 категория, Кандидат наук"
31983,Самчук Петр Михайлович,https://prodoctorov.ru/moskva/vrach/86390-samchuk/,0,"Гинеколог, акушер",40,"Высшая категория, Профессор"
31992,Федина Екатерина Витальевна,https://prodoctorov.ru/moskva/vrach/364368-fedina/,0,"Гинеколог, акушер, врач УЗИ",22,"1 категория, Кандидат наук"
31996,Бобкова Марина Викторовна,https://prodoctorov.ru/moskva/vrach/86604-bobkova/,0,"Гинеколог, акушер",33,"Высшая категория, Кандидат наук"
32002,Полянчикова Ольга Леонардовна,https://prodoctorov.ru/moskva/vrach/86676-polyanchikova/,0,"Гинеколог, акушер",33,"Высшая категория, Доктор наук"
32010,Глотова Ольга Валерьевна,https://prodoctorov.ru/moskva/vrach/47801-glotova/,0,"Гинеколог, акушер",38,"Высшая категория, Кандидат наук"
32014,Леонова Ольга Николаевна,https://prodoctorov.ru/moskva/vrach/396412-leonova/,0,"Гинеколог, акушер",16,"Высшая категория, Кандидат наук"
32026,Джавахия Лия Ионовна,https://prodoctorov.ru/moskva/vrach/135338-dzhavahiya/,0,"Гинеколог, акушер",32,"Высшая категория, Кандидат наук"
32027,Егорова Ольга Александровна,https://prodoctorov.ru/moskva/vrach/28208-egorova/,0,"Гинеколог, акушер",29,"Высшая категория, Кандидат наук"
32051,Идрисова Мадина Япоевна,https://prodoctorov.ru/moskva/vrach/217370-idrisova/,0,"Гинеколог, акушер, онколог",25,"Высшая категория, Кандидат наук"
32063,Данильченко Владимир Николаевич,https://prodoctorov.ru/moskva/vrach/140643-danilchenko/,0,"Гинеколог, акушер",27,"Высшая категория, Кандидат наук"
32073,Калинская Алла Николаевна,https://prodoctorov.ru/moskva/vrach/214711-kalinskaya/,0,"Гинеколог, акушер",29,"1 категория, Кандидат наук"
32074,Дегтярева Елена Ивановна,https://prodoctorov.ru/moskva/vrach/178571-degtyareva/,0,"Гинеколог, акушер",30,"Высшая категория, Кандидат наук"
32076,Пикуза Валентина Васильевна,https://prodoctorov.ru/moskva/vrach/364315-pikuza/,0,"Акушер, гинеколог",44,"Высшая категория, Кандидат наук"
32085,Зверева Александра Владимировна,https://prodoctorov.ru/moskva/vrach/208051-zvereva/,0,"Гинеколог, акушер",29,"Высшая категория, Кандидат наук"
32096,Рябцев Константин Михайлович,https://prodoctorov.ru/moskva/vrach/30962-ryabcev/,0,"Гинеколог, акушер",34,"Высшая категория, Кандидат наук"
32098,Энукидзе Георгий Георгиевич,https://prodoctorov.ru/moskva/vrach/214126-enukidze/,0,"Уролог, андролог, гинеколог, эндокринолог",35,"Высшая категория, Кандидат наук"
32103,Лебедева Марина Юрьевна,https://prodoctorov.ru/moskva/vrach/216641-lebedeva/,2250,"Гинеколог, акушер, репродуктолог",37,"Высшая категория, Кандидат наук"
32112,Попова Мария Николаевна,https://prodoctorov.ru/moskva/vrach/212512-popova/,0,"Гинеколог, акушер",27,"Высшая категория, Кандидат наук"
32132,Антонова Светлана Сергеевна,https://prodoctorov.ru/moskva/vrach/294878-antonova/,0,"Врач УЗИ, гинеколог",24,"Высшая категория, Кандидат наук"
32146,Краснова Ирина Алексеевна,https://prodoctorov.ru/moskva/vrach/28996-krasnova/,0,"Гинеколог, акушер",34,"Высшая категория, Профессор"
32158,Никонова Светлана Ивановна,https://prodoctorov.ru/moskva/vrach/153329-nikonova/,0,"Гинеколог, акушер",28,"Высшая категория, Кандидат наук"
32160,Ашурова Рахима Шариповна,https://prodoctorov.ru/moskva/vrach/213478-ashurova/,0,Гинеколог,42,"Высшая категория, Доктор наук"
32165,Хачатрян Артур Николаевич,https://prodoctorov.ru/moskva/vrach/215558-hachatryan/,0,Гинеколог,31,"Высшая категория, Профессор"
32168,Геворкян Марианна Арамовна,https://prodoctorov.ru/moskva/vrach/124483-gevorkyan/,0,"Гинеколог, гинеколог-хирург, эндокринолог",44,"Высшая категория, Профессор"
32181,Оразмурадова Лейли Дурдымурадовна,https://prodoctorov.ru/moskva/vrach/68653-orazmuradova/,0,"Гинеколог, акушер, гинеколог-эндокринолог",26,"Высшая категория, Кандидат наук"
32187,Гостищева Нина Николаевна,https://prodoctorov.ru/moskva/vrach/211832-gostisheva/,0,"Гинеколог-эндокринолог, акушер, врач УЗИ, гинеколог",44,"Высшая категория, Кандидат наук"
32188,Любчич Наталья Ивановна,https://prodoctorov.ru/moskva/vrach/855066-lyubchich/,0,"Акушер, гинеколог",20,"Высшая категория, Кандидат наук"
32206,Волкова Елена Вячеславовна,https://prodoctorov.ru/moskva/vrach/87174-volkova/,0,"Гинеколог, акушер, врач УЗИ",26,"Высшая категория, Доктор наук"
32216,Верховых Ирина Викторовна,https://prodoctorov.ru/moskva/vrach/172532-verhovyh/,0,"Гинеколог, акушер",25,"1 категория, Кандидат наук"
32217,Зеленюк Борис Игоревич,https://prodoctorov.ru/moskva/vrach/218840-zelenyuk/,0,"Акушер, врач УЗИ, гинеколог",17,"1 категория, Кандидат наук"
32220,Жигулина Татьяна Александровна,https://prodoctorov.ru/moskva/vrach/296005-zhigulina/,0,Гинеколог,25,"Высшая категория, Кандидат наук"
32226,Муравина Елена Львовна,https://prodoctorov.ru/moskva/vrach/78800-muravina/,0,"Гинеколог, акушер",32,"Высшая категория, Кандидат наук"
32232,Чушков Юрий Васильевич,https://prodoctorov.ru/moskva/vrach/74018-chushkov/,0,"Гинеколог, акушер, гинеколог-эндокринолог",29,"Высшая категория, Кандидат наук"
32238,Зурабиани Заира Романовна,https://prodoctorov.ru/moskva/vrach/86628-zurabiani/,0,Гинеколог,47,"Высшая категория, Кандидат наук"
32244,Воловиков Леонид Викторович,https://prodoctorov.ru/moskva/vrach/59038-volovikov/,0,"Гинеколог, акушер",21,"Высшая категория, Кандидат наук"
32249,Балан Вера Ефимовна,https://prodoctorov.ru/moskva/vrach/63108-balan/,0,"Гинеколог, акушер, гинеколог-эндокринолог, эндокринолог",51,"Высшая категория, Профессор"
32255,Филатова Лариса Анатольевна,https://prodoctorov.ru/moskva/vrach/598009-filatova/,0,"Гинеколог, акушер, врач УЗИ, гинеколог-эндокринолог",31,"Высшая категория, Кандидат наук"
32257,Долецкая Дарья Владимировна,https://prodoctorov.ru/moskva/vrach/134093-doleckaya/,0,"Гинеколог, диетолог",20,"Высшая категория, Кандидат наук"
32258,Кудрявцева Людмила Ивановна,https://prodoctorov.ru/moskva/vrach/63581-kudryavceva/,3500,"Гинеколог, акушер, гинеколог-эндокринолог, маммолог",44,"Высшая категория, Профессор"
32276,Юренева Светлана Владимировна,https://prodoctorov.ru/moskva/vrach/86708-yureneva/,0,"Гинеколог, акушер, гинеколог-эндокринолог, детский гинеколог",29,"Высшая категория, Доктор наук"
32279,Катюхина Елена Геннадьевна,https://prodoctorov.ru/moskva/vrach/288278-katyuhina/,0,"Врач УЗИ, акушер, гинеколог, гинеколог-хирург",25,"Высшая категория, Кандидат наук"
32305,Смолина Мария Вячеславовна,https://prodoctorov.ru/moskva/vrach/131224-myasina/,0,"Гинеколог, акушер",23,"1 категория, Кандидат наук"
32328,Герасимова Анастасия Альлеровна,https://prodoctorov.ru/moskva/vrach/86736-gerasimova/,0,"Гинеколог, акушер, врач УЗИ",29,"Высшая категория, Доктор наук"
32338,Лялина Елена Александровна,https://prodoctorov.ru/moskva/vrach/880502-lyalina/,0,"Акушер, гинеколог",38,"Высшая категория, Кандидат наук"
32343,Гончарова Лариса Сергеевна,https://prodoctorov.ru/moskva/vrach/211497-goncharova/,0,"Гинеколог, акушер, врач УЗИ, эндоскопист",19,"Высшая категория, Кандидат наук"
32364,Дутов Александр Александрович,https://prodoctorov.ru/moskva/vrach/471450-dutov/,0,"Гинеколог, акушер, врач УЗИ",16,"Высшая категория, Кандидат наук"
32366,Новикова Светлана Викторовна,https://prodoctorov.ru/moskva/vrach/373432-novikova/,0,"Акушер, гинеколог",47,"Высшая категория, Доктор наук"
32386,Высоцкий Максим Маркович,https://prodoctorov.ru/moskva/vrach/305562-vysockiy/,0,"Гинеколог, акушер",33,"Высшая категория, Профессор"
32401,Горбунова Елена Михайловна,https://prodoctorov.ru/moskva/vrach/354331-gorbunova/,0,"Гинеколог, акушер, врач УЗИ",25,"Высшая категория, Кандидат наук"
32408,Ермакова Елена Ивановна,https://prodoctorov.ru/moskva/vrach/86624-ermakova/,0,"Гинеколог, акушер, гинеколог-эндокринолог",26,"Высшая категория, Кандидат наук"
32416,Джонбобоева Галия Назаровна,https://prodoctorov.ru/moskva/vrach/124513-dzhonboboeva/,1300,"Гинеколог, акушер, гинеколог-эндокринолог",17,"1 категория, Кандидат наук"
32451,Казарян Лиана Бунятовна,https://prodoctorov.ru/moskva/vrach/64048-kazaryan/,0,"Гинеколог, акушер",20,"Высшая категория, Кандидат наук"
32456,Штылева Ольга Афанасьевна,https://prodoctorov.ru/moskva/vrach/215877-shtyleva/,0,"Гинеколог, акушер, врач УЗИ",35,"Высшая категория, Кандидат наук"
32466,Абакарова Патимат Рапиевна,https://prodoctorov.ru/moskva/vrach/86588-abakarova/,0,"Гинеколог, акушер",28,"1 категория, Кандидат наук"
32467,Лопухин Вадим Олегович,https://prodoctorov.ru/moskva/vrach/29312-lopuhin/,0,"Гинеколог, акушер, гемостазиолог",45,"Высшая категория, Кандидат наук"
32471,Варламова Алла Германовна,https://prodoctorov.ru/moskva/vrach/33505-varlamova/,0,Гинеколог,44,"Высшая категория, Кандидат наук"
32476,Бабичева Татьяна Васильевна,https://prodoctorov.ru/moskva/vrach/61981-babicheva/,0,"Гинеколог, акушер",34,"Высшая категория, Кандидат наук"
32488,Назаренко Елена Григорьевна,https://prodoctorov.ru/moskva/vrach/86666-nazarenko/,0,"Гинеколог, акушер",32,"Высшая категория, Кандидат наук"
32491,Петров Александр Михайлович,https://prodoctorov.ru/moskva/vrach/30406-petrov/,0,"Гинеколог, акушер",49,"Высшая категория, Доктор наук"
32506,Зданевич Марина Викторовна,https://prodoctorov.ru/moskva/vrach/143221-zdanevich/,0,"Гинеколог, акушер",29,"Высшая категория, Кандидат наук"
32508,Марченко Лариса Андреевна,https://prodoctorov.ru/moskva/vrach/86659-marchenko/,0,"Гинеколог, гинеколог-эндокринолог",51,"Высшая категория, Профессор"
32514,Черниенко Ирина Николаевна,https://prodoctorov.ru/moskva/vrach/297139-chernienko/,0,"Гинеколог, акушер",29,"Высшая категория, Кандидат наук"
32516,Евдокимова Юлиана Александровна,https://prodoctorov.ru/moskva/vrach/62611-evdokimova/,0,"Гинеколог, акушер, врач УЗИ, эндокринолог",21,"Высшая категория, Кандидат наук"
32520,Стамболиева Антонина Васильевна,https://prodoctorov.ru/moskva/vrach/217929-stambolieva/,0,"Гинеколог, акушер, гинеколог-эндокринолог",26,"Высшая категория, Кандидат наук"
32549,Габараева Милена Руслановна,https://prodoctorov.ru/moskva/vrach/186480-gabaraeva/,0,"Гинеколог, акушер, врач УЗИ",26,"Высшая категория, Кандидат наук"
32557,Гродницкая Елена Эдуардовна,https://prodoctorov.ru/moskva/vrach/86745-grodnickaya/,0,"Гинеколог, акушер, гинеколог-эндокринолог",22,"Высшая категория, Кандидат наук"
32568,Фокина Татьяна Александровна,https://prodoctorov.ru/moskva/vrach/86849-fokina/,0,"Гинеколог, акушер",0,"Высшая категория, Кандидат наук"
32589,Каретникова Наталия Александровна,https://prodoctorov.ru/moskva/vrach/86635-karetnikova/,0,"Генетик, акушер, гинеколог",0,"Высшая категория, Доктор наук"
32604,Артемьев Виктор Евгеньевич,https://prodoctorov.ru/moskva/vrach/25326-artemev/,0,"Гинеколог, акушер",44,"Высшая категория, Кандидат наук"
32609,Мгерян Анна Нерсесовна,https://prodoctorov.ru/moskva/vrach/444122-mgeryan/,0,"Акушер, гинеколог",20,"1 категория, Кандидат наук"
32614,Астахова Наталья Александровна,https://prodoctorov.ru/moskva/vrach/465917-astahova/,0,"Гинеколог, акушер, гинеколог-эндокринолог",25,"Высшая категория, Кандидат наук"
32620,Ланчинский Виктор Иванович,https://prodoctorov.ru/moskva/vrach/214657-lanchinskiy/,0,"Гинеколог, акушер, детский гинеколог, онколог-гинеколог",37,"Высшая категория, Доктор наук"
32641,Течиева Жанна Сергеевна,https://prodoctorov.ru/moskva/vrach/191954-techieva/,0,"Гинеколог-эндокринолог, акушер, врач УЗИ, гинеколог, репродуктолог",26,"Высшая категория, Кандидат наук"
32647,Архипова Валерия Ильинична,https://prodoctorov.ru/moskva/vrach/462204-arhipova/,0,Гинеколог,31,"Высшая категория, Кандидат наук"
32648,Акопова Наталья Борисовна,https://prodoctorov.ru/moskva/vrach/370660-akopova/,0,Гинеколог,37,"Высшая категория, Кандидат наук"
32654,Бушуева Наталья Юрьевна,https://prodoctorov.ru/moskva/vrach/306957-bushueva/,0,"Гинеколог, акушер, гинеколог-хирург",39,"Высшая категория, Кандидат наук"
32662,Хамоева Юнона Александровна,https://prodoctorov.ru/moskva/vrach/297133-hamoeva/,0,"Гинеколог, акушер",38,"Высшая категория, Кандидат наук"
32672,Старкова Оксана Валентиновна,https://prodoctorov.ru/moskva/vrach/215690-starkova/,0,"Гинеколог, репродуктолог",0,"Высшая категория, Профессор"
32673,Драгун Ирина Евгеньевна,https://prodoctorov.ru/moskva/vrach/86618-dragun/,0,"Гинеколог, акушер",30,"Высшая категория, Кандидат наук"
32675,Моцкобили Таигули Автандиловна,https://prodoctorov.ru/moskva/vrach/370961-mockobili/,0,Гинеколог,27,"Высшая категория, Кандидат наук"
32677,Кира Евгений Федорович,https://prodoctorov.ru/moskva/vrach/188374-kira/,0,"Гинеколог, акушер, детский гинеколог",41,"Высшая категория, Профессор"
32693,Заволовская Мария Юрьевна,https://prodoctorov.ru/moskva/vrach/216111-zavolovskaya/,0,"Гинеколог, акушер, детский гинеколог",32,"Высшая категория, Кандидат наук"
32705,Фирсова Татьяна Алексеевна,https://prodoctorov.ru/moskva/vrach/62616-firsova/,0,"Гинеколог, акушер, врач УЗИ, гинеколог-эндокринолог",26,"Высшая категория, Кандидат наук"
32717,Гладкова Наталья Александровна,https://prodoctorov.ru/moskva/vrach/64844-gladkova/,0,Гинеколог,41,"Высшая категория, Кандидат наук"
32718,Иванова Татьяна Николаевна,https://prodoctorov.ru/moskva/vrach/288305-ivanova/,0,"Гинеколог, акушер, врач УЗИ",28,"Высшая категория, Кандидат наук"
32719,Кайтукова Елена Руслановна,https://prodoctorov.ru/moskva/vrach/366613-kaytukova/,0,"Гинеколог, акушер",0,"Высшая категория, Кандидат наук"
32724,Клиндухов Илья Анатольевич,https://prodoctorov.ru/moskva/vrach/64445-klinduhov/,0,"Гинеколог, акушер",26,"Высшая категория, Кандидат наук"
32755,Торчинов Амирхан Михайлович,https://prodoctorov.ru/moskva/vrach/105360-torchinov/,0,"Гинеколог, акушер",0,"Высшая категория, Профессор"
32768,Борисова Александра Викторовна,https://prodoctorov.ru/moskva/vrach/214262-borisova/,0,"Гинеколог, врач УЗИ",30,"Высшая категория, Кандидат наук"
32772,Сорокин Андрей Анатольевич,https://prodoctorov.ru/moskva/vrach/199256-sorokin/,0,"Гинеколог, акушер",25,"Высшая категория, Кандидат наук"
32788,Журавлева Наталья Васильевна,https://prodoctorov.ru/moskva/vrach/862886-zhuravleva/,0,"Акушер, гинеколог",21,"Высшая категория, Кандидат наук"
32792,Швецов Сергей Эдуардович,https://prodoctorov.ru/moskva/vrach/307242-shvecov/,0,Гинеколог,31,"Высшая категория, Кандидат наук"
32804,Баран Наталья Михайловна,https://prodoctorov.ru/moskva/vrach/136213-baran/,0,"Гинеколог, акушер",19,"Высшая категория, Кандидат наук"
32813,Накопия Хатуна Робертовна,https://prodoctorov.ru/moskva/vrach/361677-nakopiya/,0,"Гинеколог, акушер",34,"Высшая категория, Кандидат наук"
32824,Савченко Татьяна Николаевна,https://prodoctorov.ru/moskva/vrach/213647-savchenko/,0,"Гинеколог, акушер, эндокринолог",55,"Высшая категория, Профессор"
32832,Кашин Валерий Николаевич,https://prodoctorov.ru/moskva/vrach/295989-kashin/,0,"Акушер, гинеколог",32,"Высшая категория, Кандидат наук"
32843,Саидова Равзат Абдулатиповна,https://prodoctorov.ru/moskva/vrach/204604-saidova/,0,"Гинеколог, акушер, гинеколог-эндокринолог",42,"Высшая категория, Профессор"
